id,name_english,name_japanese,name_chinese,name_french,types,species,description,hp,attack,defense,special_attack,special_defense,speed,total_stats,height,weight,egg_groups,abilities,hidden_ability,gender_ratio,evolution_previous,evolution_next,sprite_url,thumbnail_url,hires_url,name_thai
727,Incineroar,ガオガエン,炽焰咆哮虎,Félinferno,"Fire, Dark",Heel Pokémon,"When its fighting spirit is set alight, the flames around its waist become especially intense.",95,115,90,80,90,60,530,1.8 m,83 kg,Field,Blaze,Intimidate,87.5:12.5,"['726', 'Level 34']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/727.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/727.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/727.png,กะโอะกะเอะน
728,Popplio,アシマリ,球球海狮,Otaquin,Water,Sea Lion Pokémon,Popplio gets on top of its bouncy water balloons to jump higher. It’s quite the acrobatic fighter!,50,54,54,66,56,40,320,0.4 m,7.5 kg,"Water 1, Field",Torrent,Liquid Voice,87.5:12.5,,729(Level 17),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/728.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/728.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/728.png,อะชิมะริ
729,Brionne,オシャマリ,花漾海狮,Otarlette,Water,Pop Star Pokémon,It attacks by smacking its enemies with the exploding water balloons that it creates.,60,69,69,91,81,50,420,0.6 m,17.5 kg,"Water 1, Field",Torrent,Liquid Voice,87.5:12.5,"['728', 'Level 17']",730(Level 34),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/729.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/729.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/729.png,โอะชะมะริ
730,Primarina,アシレーヌ,西狮海壬,Oratoria,"Water, Fairy",Soloist Pokémon,"Also known as a songstress, it has a fantastical look on moonlit nights when it leads its colony in song.",80,74,74,126,116,60,530,1.8 m,44 kg,"Water 1, Field",Torrent,Liquid Voice,87.5:12.5,"['729', 'Level 34']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/730.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/730.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/730.png,อะชิเรานุ
731,Pikipek,ツツケラ,小笃儿,Picassaut,"Normal, Flying",Woodpecker Pokémon,"It may look spindly, but its neck muscles are heavy-duty. It can peck at a tree 16 times per second!",35,75,30,30,30,65,265,0.3 m,1.2 kg,Flying,"Keen Eye, Skill Link",Pickup,50:50,,732(Level 14),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/731.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/731.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/731.png,สึสึเคะระ
732,Trumbeak,ケララッパ,喇叭啄鸟,Piclairon,"Normal, Flying",Bugle Beak Pokémon,"From its mouth, it fires the seeds of berries it has eaten. The scattered seeds give rise to new plants.",55,85,50,40,50,75,355,0.6 m,14.8 kg,Flying,"Keen Eye, Skill Link",Pickup,50:50,"['731', 'Level 14']",733(Level 28),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/732.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/732.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/732.png,เคะระระปะ
733,Toucannon,ドデカバシ,铳嘴大鸟,Bazoucan,"Normal, Flying",Cannon Pokémon,"Known for forming harmonious couples, this Pokémon is brought to wedding ceremonies as a good luck charm.",80,120,75,75,75,60,485,1.1 m,26 kg,Flying,"Keen Eye, Skill Link",Sheer Force,50:50,"['732', 'Level 28']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/733.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/733.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/733.png,โดะเดะคะบะชิ
734,Yungoos,ヤングース,猫鼬少,Manglouton,Normal,Loitering Pokémon,"Although it will eat anything, it prefers fresh living things, so it marches down streets in search of prey.",48,70,30,30,30,45,253,0.4 m,6 kg,Field,"Stakeout, Strong Jaw",Adaptability,50:50,,"735(Level 20, Daytime)",https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/734.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/734.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/734.png,ยะนกูซุ
735,Gumshoos,デカグース,猫鼬探长,Argouste,Normal,Stakeout Pokémon,"Patient by nature, this Pokémon loses control of itself and pounces when it spots its favorite meal—Rattata!",88,110,60,55,60,45,418,0.7 m,14.2 kg,Field,"Stakeout, Strong Jaw",Adaptability,50:50,"['734', 'Level 20, Daytime']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/735.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/735.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/735.png,เดะคะกูซุ
736,Grubbin,アゴジムシ,强颚鸡母虫,Larvibule,Bug,Larva Pokémon,"It spits a sticky thread to stop opponents in their tracks, and then it grabs them in its sharp, sturdy mandibles to take them down.",47,62,45,55,45,46,300,0.4 m,4.4 kg,Bug,Swarm,,50:50,,737(Level 20),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/736.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/736.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/736.png,อะโกะจิมุชิ
737,Charjabug,デンヂムシ,虫电宝,Chrysapile,"Bug, Electric",Battery Pokémon,Its stout shell provides excellent defense from attacks. It uses electricity on persistent opponents.,57,82,95,55,75,36,400,0.5 m,10.5 kg,Bug,Battery,,50:50,"['736', 'Level 20']",738(Level up in a Magnetic Field area),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/737.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/737.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/737.png,เดะนจิมุชิ
738,Vikavolt,クワガノン,锹农炮虫,Lucanon,"Bug, Electric",Stag Beetle Pokémon,Vikavolt flusters opponents with acrobatic flying maneuvers. This creates an opening for it to deliver an electric beam attack.,77,70,90,145,75,43,500,1.5 m,45 kg,Bug,Levitate,,50:50,"['737', 'use Thunder Stone, in Gen 8, or level up in a Magnetic Field area']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/738.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/738.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/738.png,คุวะกะโนะน
739,Crabrawler,マケンカニ,好胜蟹,Crabagarre,Fighting,Boxing Pokémon,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.,47,82,57,42,47,63,338,0.6 m,7 kg,Water 3,"Hyper Cutter, Iron Fist",Anger Point,50:50,,740(at Mount Lanakila),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/739.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/739.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/739.png,มะเคะนคะนิ
740,Crabominable,ケケンカニ,好胜毛蟹,Crabominable,"Fighting, Ice",Woolly Crab Pokémon,"Before it stops to think, it just starts pummeling. There are records of its turning back avalanches with a flurry of punches.",97,132,77,62,67,43,478,1.7 m,180 kg,Water 3,"Hyper Cutter, Iron Fist",Anger Point,50:50,"['739', 'at Mount Lanakila']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/740.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/740.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/740.png,เคะเคะนคะนิ
741,Oricorio,オドリドリ,花舞鸟,Plumeline,"Fire, Flying",Dancing Pokémon,"This Oricorio has drunk red nectar. If its Trainer gives the wrong order, this passionate Pokémon becomes fiercely angry.",75,70,70,98,70,93,476,0.6 m,3.4 kg,Flying,Dancer,,25:75,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/741.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/741.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/741.png,โอะโดะริโดะริ
742,Cutiefly,アブリー,萌虻,Bombydou,"Bug, Fairy",Bee Fly Pokémon,Cutiefly can pick up the auras of living things. It skillfully reads those auras to predict its foes’ movements and make fools of them.,40,45,40,55,40,84,304,0.1 m,0.2 kg,"Bug, Fairy","Honey Gather, Shield Dust",Sweet Veil,50:50,,743(Level 25),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/742.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/742.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/742.png,อะบุรี
743,Ribombee,アブリボン,蝶结萌虻,Rubombelle,"Bug, Fairy",Bee Fly Pokémon,It can predict the weather from moisture levels and wind direction. Ribombee only reveals itself when there are a few clear days in a row.,60,55,60,95,70,124,464,0.2 m,0.5 kg,"Bug, Fairy","Honey Gather, Shield Dust",Sweet Veil,50:50,"['742', 'Level 25']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/743.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/743.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/743.png,อะบุริโบะน
744,Rockruff,イワンコ,岩狗狗,Rocabot,Rock,Puppy Pokémon,"When it rubs the rocks on its neck against you, that’s proof of its love for you. However, the rocks are sharp, so the gesture is quite painful!",45,65,40,30,40,60,280,0.5 m,9.2 kg,Field,"Keen Eye, Vital Spirit",Steadfast,50:50,,745(Level 25),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/744.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/744.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/744.png,อิวะนโคะ
745,Lycanroc,ルガルガン,鬃岩狼人,Lougaroc,Rock,Wolf Pokémon,The rocks in its mane are sharper than a knife. Fragments that break off are treasured as good luck charms.,75,115,65,55,65,112,487,0.8 m,25 kg,Field,"Keen Eye, Sand Rush",Steadfast,50:50,"['744', 'Level 25']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/745.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/745.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/745.png,รุกะรุกะน
746,Wishiwashi,ヨワシ,弱丁鱼,Froussardine,Water,Small Fry Pokémon,"When it’s in a jam, its shining eyes attract others of its kind. The light from its eyes is visible almost 25 miles away.",45,20,20,25,25,40,175,0.2 m,0.3 kg,Water 2,Schooling,,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/746.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/746.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/746.png,โยะวะชิ
747,Mareanie,ヒドイデ,好坏星,Vorastérie,"Poison, Water",Brutal Star Pokémon,"Aside from its head, its body parts regenerate quickly if they’re cut off. After a good night’s sleep, Mareanie is back to normal.",50,53,62,43,52,45,305,0.4 m,8 kg,Water 1,"Merciless, Limber",Regenerator,50:50,,748(Level 38),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/747.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/747.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/747.png,ฮิโดะอิเดะ
748,Toxapex,ドヒドイデ,超坏星,Prédastérie,"Poison, Water",Brutal Star Pokémon,"With its 12 legs, it creates a dome to shelter within. The flow of the tides doesn’t affect Toxapex in there, so it’s very comfortable.",50,63,152,53,142,35,495,0.7 m,14.5 kg,Water 1,"Merciless, Limber",Regenerator,50:50,"['747', 'Level 38']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/748.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/748.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/748.png,โดะฮิโดะอิเดะ
749,Mudbray,ドロバンコ,泥驴仔,Tiboudet,Ground,Donkey Pokémon,"Possessing mighty power, Mudbray can be loaded with 50 times its own body weight and will be totally fine.",70,100,70,45,55,45,385,1 m,110 kg,Field,"Own Tempo, Stamina",Inner Focus,50:50,,750(Level 30),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/749.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/749.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/749.png,โดะโระบะนโคะ
750,Mudsdale,バンバドロ,重泥挽马,Bourrinos,Ground,Draft Horse Pokémon,"It can trudge mountain roads without rest for three days and three nights, all the while dragging a 10-ton load.",100,125,100,55,85,35,500,2.5 m,920 kg,Field,"Own Tempo, Stamina",Inner Focus,50:50,"['749', 'Level 30']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/750.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/750.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/750.png,บะนบะโดะโระ
751,Dewpider,シズクモ,滴蛛,Araqua,"Water, Bug",Water Bubble Pokémon,"It can only breathe oxygen that has dissolved in water, so it wears a water bubble on its head when it walks around on land.",38,40,52,40,72,27,269,0.3 m,4 kg,"Water 1, Bug",Water Bubble,Water Absorb,50:50,,752(Level 22),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/751.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/751.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/751.png,ชิซุคุโมะ
752,Araquanid,オニシズクモ,滴蛛霸,Tarenbulle,"Water, Bug",Water Bubble Pokémon,"It has a habit of storing things it values in its water bubble. If its Trainer doesn’t watch out, Araquanid will try to put them in its bubble!",68,70,92,50,132,42,454,1.8 m,82 kg,"Water 1, Bug",Water Bubble,Water Absorb,50:50,"['751', 'Level 22']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/752.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/752.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/752.png,โอะนิชิซุคุโมะ
